Translated Question,Translated Desired Answer,Translated Student Answer,Average Score
Ɔkwan bɛn so na kɔmputa ahorow susuw infix nsɛmfua ho?,"Nea edi kan no, wɔdannan no kɔ postfix kwan so, na ɛno akyi no, wɔyɛ postfix asɛmfua no mu nhwehwɛmu.","Sɛ wɔde operand bi hyɛ mu a, kɔmputa no Pia no kɔ stack so Sɛ wɔde operator bi hyɛ mu a, kɔmputa no De di dwuma wɔ operand abien a ɛwɔ soro wɔ stack no mu Popa operand ahorow no fi stack no mu Pia nea efi adwuma no mu ba no kɔ stack no so",4.0
Ɔkwan bɛn so na kɔmputa ahorow susuw infix nsɛmfua ho?,"Nea edi kan no, wɔdannan no kɔ postfix kwan so, na ɛno akyi no, wɔyɛ postfix asɛmfua no mu nhwehwɛmu.",Kɔmputa dan infix asɛmfua ma ɛyɛ postfix asɛmfua. Afei wɔpia nɔma ahorow no kɔ stack bi so na wɔpopa fi mu sɛnea ɛho hia.,5.0
Ɔkwan bɛn so na kɔmputa ahorow susuw infix nsɛmfua ho?,"Nea edi kan no, wɔdannan no kɔ postfix kwan so, na ɛno akyi no, wɔyɛ postfix asɛmfua no mu nhwehwɛmu.","wɔdan infix nsɛmfua no kɔ postfix mu, (kyerɛ sɛ wɔsesa 3+2 kɔ 32+) .",5.0
Ɔkwan bɛn so na kɔmputa ahorow susuw infix nsɛmfua ho?,"Nea edi kan no, wɔdannan no kɔ postfix kwan so, na ɛno akyi no, wɔyɛ postfix asɛmfua no mu nhwehwɛmu.","wɔdannan wɔn kɔ post-fix expressions mu, afei wɔde stack susuw ho.",5.0
Ɔkwan bɛn so na kɔmputa ahorow susuw infix nsɛmfua ho?,"Nea edi kan no, wɔdannan no kɔ postfix kwan so, na ɛno akyi no, wɔyɛ postfix asɛmfua no mu nhwehwɛmu.","Wɔfrɛ akontaabu mu nsɛmfua a wɔkyerɛw no infix notation. Eyi te saa efisɛ wɔkyerɛw binary operator (te sɛ &#39;+&#39;) wɔ ne operand abien no ntam (te sɛ nea ɛwɔ &quot;a + b&quot; mu no). Nkyerɛwde foforo abien na ɛwɔ hɔ a wɔde di dwuma wɔ tebea horow bi mu. Biako ne prefix notation, a wɔkyerɛw operator bi ansa na ne operands aba. Wɔ prefix notation mu no, wɔkyerɛw a ne b nyinaa &quot;+ ab&quot;. Eyi ne nkyerɛwde a wɔde kyerɛw function calls wɔ akontaabu ne kɔmputa ho nimdeɛ mu. Wɔde di dwuma nso wɔ Lisp ne Scheme programming kasa mu. Wɔ postfix notation mu no, wɔkyerɛw operator bi wɔ ne operands akyi. Wɔkyerɛw a ne b nyinaa sɛ &quot;ab +&quot;. (Ebia woahu eyi sɛ &quot;reverse Polish notation&quot;.) Postfix nkyerɛwde na ɛyɛ adwene nnyinaso ma ɔkwan a kɔmputa fa so susuw akontaabu nsɛmfua ho. Su titiriw biako a ɛwɔ postfix ne prefix nkyerɛwde nyinaa mu ne sɛ ɛnyɛ nea emu nna hɔ; enhia sɛ wɔde nkahyemde biara bɛkyerɛ sɛnea wɔyɛ adwuma no nnidiso nnidiso.",5.0
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na fa sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.",isEmptry()//kyerɛ sɛ stack no ayɛ ma anaasɛ ɛnnyɛ pop()//sɛ wobɛyi soro element no sɛ ɛnyɛ on a worehwehwɛ search()//wode stack no element biara toto data a woyɛ no ho hwehwɛ.,3.0
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na fa sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.",Anka ɛsɛ sɛ wokɔ so de peek anaa getTop di dwuma na woahu nea top element no reyɛ afei popping top element no kosi sɛ peek anaa getTop de element a worehwehwɛ no bɛma.,3.0
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.",Push de node bi a wɔde ama ka stack no atifi gyaw node ahorow a atwam wɔ ase hɔ. Pop yi na ɛsan de mprempren soro node a ɛwɔ stack no mu no ba.,3.0
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na fa sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.","Sɛ wode linked lists ne stacks di dwuma a, anka wubehia temp stack na ama woakora values no so. Afei anka wode Pop( ) function no bedi dwuma de pop off element biara na afei wode atoto ho. Sɛ ɛnyɛ element a worehwehwɛ a, Pia ( ) no kɔ temp stack no so. Tia mu kosi sɛ wobehu element no. Sɛ wuhu a, Pop ( ) fi temp stack no so san kɔ stack a ɛyɛ daa no so na woanya stack a edi mũ bio.",5.0
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.","Popa ade biara fi soro kosi sɛ wubehu nea worehwehwɛ no. Sɛ stack no ba awiei a hwee nni mu na woanhu ade no da a, ɛnde enni stack no mu. Ebia ɛho behia nso sɛ wode popped values no sie sɛ ebia wopɛ sɛ wosan yɛ stack no a.",5.0
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.","sɛ wɔde stack no di dwuma denam array so a wubetumi ahwehwɛ array no mu kɛkɛ ama ade no. Sɛ wɔde linked list di dwuma de di stack no di dwuma a anka ɛsɛ sɛ wo pop values no fi stack no so kosi sɛ wobehu value no anaasɛ stack no da mpan, afei ɛsɛ sɛ woma nneɛma no san kɔ list no mu.",4.5
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.","Ɛsɛ sɛ wo pop ade biara wɔ stack no so na wode ade no toto ho. Sɛ wonya hu ade no wie a, enhia sɛ woyi nneɛma foforo biara fi hɔ.",3.5
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.","Pop element bi fi stack biako mu, hwɛ sɛ ɛyɛ element a wopɛ anaa, sɛ ɛnte saa a, pia no kɔ stack foforo so. Sɛ wowie a, pop nneɛma no fi stack a ɛto so abien no mu na pia no san kɔ stack a edi kan no so (eyi bɛma woahwɛ ahu sɛ nneɛma no nnidiso nnidiso no bɛkɔ so).",5.0
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.",Titiriw pop stack no kosi sɛ wubehu element a wɔde ama no.,3.5
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.","Iterate through the stack, hwɛ nɔma no ne mprempren element no.",1.5
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na fa sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.",pop na piapia,3.0
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.",pop elements nyinaa off stack kosi sɛ wubehu saa element no na afei woapia popped elements no asan akɔ stack no so,5.0
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.","Kɔ so popping nodes na fa sie wɔ alternate stack mu kosi sɛ wobehu element a wɔde ama no, afei pop element a wɔde ama no na pia nodes a woadi kan apopa no san kɔ stack no so.",5.0
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na fa sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.",anaasɛ fa list no nyinaa mu na pop ɔfã a wɔde ama no anaasɛ yɛ pointer system a ɛkyerɛ no ankasa.,3.0
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.","Egyina stack no su so, wɔ stack ankasa so no wobɛ haft to pop elements a ɛwɔ stack no nyinaa kosi sɛ wubehu element a wopɛ, na afei ɛno akyi no ɛho behia sɛ wopia elements a baabi a wɔayi afi hɔ no nyinaa san kɔ mu stack wɔ nhyehyɛe a wɔayi afi hɔ no mu. Java style stack, baabi a peek function wɔ no, ɛbɛsan de element a wopɛ no aba sen sɛ ɛbɛhwehwɛ sɛ woyɛ nneyɛe a ɛboro so a wɔhwehwɛ fi stack ankasa mu nyinaa.",5.0
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na fa sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.",sɛ top item != wɔde ama element pop stack no. Tia mu kosi sɛ wobehu ade anaasɛ stack no bɛda mpan,3.5
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.",betumi atwa list/array no mu akɔhwehwɛ element no.,2.0
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na fa sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.",wo hia pop operatation no na woakɔ throught stack no na woahwehwɛ element no.,3.5
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na fa sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.","createStack, push, isEmpty, pop, ne boolean sanba botaeɛ.",3.0
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.",anka ɛsɛ sɛ wofa stack no mu popping element biara kɔhwehwɛ mu,3.5
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.",Pop element biara fi stack no so (na kɔ stack foforo mu ma wɔkora so) kosi sɛ wobehu element a wopɛ no.,4.0
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.",pop adwumayɛ,2.5
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.",to pop elements afei pia wɔn kɔ akyi,4.5
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.",Dwumadie a wɔde hwɛ nneɛma a wɔapopa no so ne dwumadie a wɔde bɛsan de nneɛma a ɛrepopa no ahyɛ dwumadie no mu.,4.5
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.",anka wobɛpopa element biara na wode atoto nea worehwehwɛ no ho na afei woapia no asan akɔ stack no so sɛnea ɛbɛyɛ a ɛrenyera,4.5
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na fa sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.",anka ɛho behia sɛ woyɛ nhwehwɛmu fa list of elements (i dont ase ankasa nea asɛmmisa yi rebisa....its not very clear?),1.5
Oprehyɛn bɛn na ebehia sɛ woyɛ na ama woahu element bi a wɔde ama wo wɔ stack bi so?,"Pop elements no nyinaa na fa sie wɔ stack foforo so kosi sɛ wobehu element no, afei pia elements a ɛwɔ mfitiase stack no so nyinaa san kɔ akyi.",StackPush () StackPop () Nsɛm a Wɔka Kyerɛ () .,3.0
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).",Data nhyehyeɛ a ɛwɔ c++ mu a ɛyɛ data a wɔaboaboa ano a wɔde sie nhyehyɛeɛ mu. Nea edi kan wɔ mu kan fi adi.,5.0
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).",queue yɛ nneɛma a wɔahyehyɛ no nnidiso nnidiso pɔtee bi a wɔkenkan mmiako mmiako fi nea edi kan no so na nea ɛto so abien no di akyi ne nea ɛkeka ho.,4.0
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).",Queue yɛ abstract data nhyehyeɛ a wɔyɛ dwumadie wɔ n&#39;awieɛ mmienu no nyinaa a ɛma queue no di kan wɔ first out suban mu.,5.0
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).","Queue sie element ahorow bi wɔ nhyehyɛe pɔtee bi mu. Ne nnyinasosɛm a ɛfa adwumayɛ ho ne FIFO(first in first out), a ɛkyerɛ sɛ element a edi kan a wɔde hyɛ mu no ne nea edi kan a woyi fi hɔ.",5.0
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).",ADT a nea edi kan a wɔde ahyɛ mu no ne ade a edi kan a wɔayi afi hɔ. Eyi de FIFO adwene no di dwuma wɔ baabi a nneɛma hyɛn ntonto mu wɔ n’akyi na efi hɔ wɔ n’anim.,5.0
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).","Last in, last out architecture. Ɛyɛ adwuma sɛnea line bi a ɛwɔ sikakorabea bɛyɛ adwuma no, onipa a watwɛn akyɛ sen biara no na wodi kan som no.",5.0
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).",queue yɛ data nhyehyeɛ a ɛkora elements wɔ First in First out order mu.,5.0
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).",Nneɛma a ɛyɛ adwuma wɔ FIFO (first in first out) nhyehyɛe mu a wɔtwɛn.,5.0
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).","Queue te sɛ array, gye sɛ wobetumi anya data no nnidiso nnidiso nkutoo sen sɛ wɔbɛkɔ random. Nea ɛnte sɛ stack no, queue di FIFO akyi. Nea edi kan wɔ mu, Nea edi kan fi mu.",5.0
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).",yɛ nnoɔma pɔtee bi a wɔboaboa ano a wɔma nnwuma a ɛwɔ nnoɔma a wɔaboaboa ano no mu no sie nnidiso nnidiso na dwumadie titire (anaasɛ ɛno nko ara) wɔ nnoɔma a wɔaboaboa ano no so ne nnwumakuo a wɔde bɛka akyi terminal gyinabea ne entities a wɔyi firi anim terminal gyinabea. Nea edi kan wɔ First Out (FIFO Ɔkwan) mu.,5.0
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).",Te sɛ linked list nanso edi kan wɔ first out,4.5
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).",Queue yɛ FIFO data nhyehyɛe.,5.0
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).",Queue yɛ first in first out data nhyehyɛe.,5.0
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).","Ɛte sɛ stack, nanso ɔde linked list no di dwuma de stack soronko kakra. Ɛyɛ FIFO enti adeɛ a ɛdi kan a wɔde enqueued ne adeɛ a ɛdi kan a wɔde dequeued",5.0
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).","A first in, first out Abstract Data type a wobetumi de asie values.",5.0
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).","Fa nneɛma ahorow bi sie nnidiso nnidiso pɔtee bi a ɛwɔ First In, First Out nnyinasosɛm",5.0
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).",ade a ɛkora elements so nnidiso nnidiso a edi kan wɔ first out. ade a edi kan a wɔde ka ho no ne nea edi kan a ɛba.,5.0
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).","Quese yɛ list a ɛkora nneɛma ahorow bi so wɔ nhyehyɛe pɔtee bi mu. Ɛwɔ Stack nnyinasosɛm, nanso wɔ eyi mu no, ne &quot;First In, First Out&quot;. Element a edi kan a wɔde hyɛ mu no ne element a edi kan a woyi fi hɔ.",5.0
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).","list a wɔahyehyɛ no nnidiso nnidiso a nneɛma zero anaa nea ɛboro saa wom, a egyina First In First Out so",5.0
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).",data nhyehyeɛ a ɛyɛ dwumadie wɔ nhyehyɛeɛ a ɛyɛ first in first out FIFO,5.0
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).","Queue yɛ &quot;first in first out&quot; data nhyehyɛe, sɛnea ɛbɛyɛ a element a edi kan a wɔde aka ho no nso yɛ nea edi kan a wɔayi afi hɔ.",5.0
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).","Queue yɛ buffer, a ɛkora element so wɔ nhyehyɛe pɔtee bi mu",3.5
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).","de nneɛma ahorow bi sie baabi a element a edi kan wɔ mu, ne element a edi kan a wobeyi afi hɔ",5.0
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).",Data nhyehyeɛ a ɛyi nodes fi ti no so na ɛde nodes ka ho wɔ dua no so.,5.0
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).",queue yɛ nneɛma a wɔahyehyɛ a edi kan in first out suban akyi,5.0
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).","queue yɛ adekorabea a ɛkura ne nneɛma wɔ first in, first out priority mu",5.0
Dɛn ne ntonto?,"Data nhyehyeɛ a ɛtumi sie elements, a ɛwɔ agyapadeɛ sɛ adeɛ a ɛtwa toɔ a wɔde bɛka ho no bɛyɛ deɛ ɛtwa toɔ a wɔbɛyi afiri hɔ (anaasɛ first-in-first-out).","Queue no yɛ data nhyehyɛe foforo. Honam fam mfatoho a ɛfa ntonto ho ne nkyerɛwde a ɛwɔ sikakorabea bi. Sɛ wokɔ sikakorabea a, adetɔfo kɔ nhama no akyi (awiei) na adetɔfo fi nhama no so (kyerɛ sɛ, wɔyɛ wɔn adwuma) fi nhama no anim.",5.0
